assess_date,doublerev,exclude,ResponseId,Init,Title,ES,ResponseCount,Response,Yclass1,Yclass2,Yvar_studyfreq
2020-05-21,FALSE,Keep,R_vUIUi0qwleoPGi5,IS,"Diatoms to human uses: linking nitrogen deposition, aquatic eutrophication, and ecosystem services",coastWQReg,5,presence and abundance of fish,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_vUIUi0qwleoPGi5,IS,"Diatoms to human uses: linking nitrogen deposition, aquatic eutrophication, and ecosystem services",coastWQReg,6,fish size,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_vUIUi0qwleoPGi5,IS,"Diatoms to human uses: linking nitrogen deposition, aquatic eutrophication, and ecosystem services",coastWQReg,7,presence and abundance of submerged macrophytes,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_vUIUi0qwleoPGi5,IS,"Diatoms to human uses: linking nitrogen deposition, aquatic eutrophication, and ecosystem services",coastWQReg,8,abundance of zooplankton,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_vUIUi0qwleoPGi5,IS,"Diatoms to human uses: linking nitrogen deposition, aquatic eutrophication, and ecosystem services",coastWQReg,9,presence and abundance of terrestrial consumers,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_vUIUi0qwleoPGi5,IS,"Diatoms to human uses: linking nitrogen deposition, aquatic eutrophication, and ecosystem services",coastWQReg,10,macroinvertebrate abundance and composition,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2tKGcAmuLYLhLC6,LB,Different cutting regimes improve species and functional diversity of insect-pollinated plants in power-line clearings,Pollination,1,species richness,Proxy for ES,,5
2020-05-21,FALSE,Keep,R_2tKGcAmuLYLhLC6,LB,Different cutting regimes improve species and functional diversity of insect-pollinated plants in power-line clearings,Pollination,2,species evenness,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2tKGcAmuLYLhLC6,LB,Different cutting regimes improve species and functional diversity of insect-pollinated plants in power-line clearings,Pollination,3,species diversity,Proxy for ES,,2
2020-05-21,FALSE,Keep,R_2tKGcAmuLYLhLC6,LB,Different cutting regimes improve species and functional diversity of insect-pollinated plants in power-line clearings,Pollination,4,functional evenness,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2tKGcAmuLYLhLC6,LB,Different cutting regimes improve species and functional diversity of insect-pollinated plants in power-line clearings,Pollination,5,functional dispersion,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_3j0tccnODmW2Q6p,TM,Divergent flows of avian-mediated ecosystem services across forest-matrix interfaces in human-modified landscapes,ClimReg,1,Pest control,ES,,1
2020-05-21,FALSE,Keep,R_3j0tccnODmW2Q6p,TM,Divergent flows of avian-mediated ecosystem services across forest-matrix interfaces in human-modified landscapes,Pollination,1,Pollination,ES,,6
2020-05-21,FALSE,Keep,R_3j0tccnODmW2Q6p,TM,Divergent flows of avian-mediated ecosystem services across forest-matrix interfaces in human-modified landscapes,Pollination,2,Seed dispersal,ES,,3
2020-05-21,FALSE,Keep,R_1FDZjlEE4eM0fsJ,CW,Diverse pollinator communities enhance plant reproductive success,Food,1,Seed set,EF,,3
2020-05-21,FALSE,Keep,R_1FDZjlEE4eM0fsJ,CW,Diverse pollinator communities enhance plant reproductive success,Food,2,Fruit set,EF,,3
2020-05-21,FALSE,Keep,R_1FDZjlEE4eM0fsJ,CW,Diverse pollinator communities enhance plant reproductive success,Pollination,1,Visitation rate,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_XGmLUC8Zr2bY4mZ,TM,Diversity and invasion within a predator community: impacts on herbivore suppression,PestPath,1,Pest abundance,ES,,2
2020-05-21,FALSE,Keep,R_26gxhxEXPK8xtep,NBD,Do landscape patterns reflect ecosystem service provision? - A comparison between protected and unprotected areas throughout the Lake Neusiedl region,ClimReg,1,Broader habitat type,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_26gxhxEXPK8xtep,NBD,Do landscape patterns reflect ecosystem service provision? - A comparison between protected and unprotected areas throughout the Lake Neusiedl region,HabCreate,1,Broader habitat type,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_26gxhxEXPK8xtep,NBD,Do landscape patterns reflect ecosystem service provision? - A comparison between protected and unprotected areas throughout the Lake Neusiedl region,Hazards,1,Broader habitat type,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_26gxhxEXPK8xtep,NBD,Do landscape patterns reflect ecosystem service provision? - A comparison between protected and unprotected areas throughout the Lake Neusiedl region,MedGen,1,Broader habitat type,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2BmMjKWoMUbWOAx,CK,Do riparian reserves support dung beetle biodiversity and ecosystem services in oil palm- dominated tropical landscapes?,SoilProtect,1,dung removal rate,ES,,1
2020-05-21,FALSE,Keep,R_3UcyoDB7VaosvbH,SDJ,Does rotational heather burning increase red grouse abundance and breeding success on moors in northern England?,CulturePsych,1,red grouse breeding success,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_3UcyoDB7VaosvbH,SDJ,Does rotational heather burning increase red grouse abundance and breeding success on moors in northern England?,HabCreate,1,vegetation height,EF,,2
2020-05-21,FALSE,Keep,R_3DpVGJZ0nGWNLi7,AK,Does Tree Species Composition Affect Productivity in a Tropical Planted Forest?,ClimReg,1,basal area,no selection,,2
2020-05-21,FALSE,Keep,R_3DpVGJZ0nGWNLi7,AK,Does Tree Species Composition Affect Productivity in a Tropical Planted Forest?,Materials,1,basal area,no selection,,2
2020-05-21,TRUE,Keep,R_72hVNdE3uC9KDa9,AIS,Early eclosion of overwintering cotton bollworm moths from warming temperatures accentuates yield loss in wheat,Food,1,crop yield,ES,,5
2020-05-21,TRUE,Keep,R_3EEdwsrEF3Odhec,AK,Early eclosion of overwintering cotton bollworm moths from warming temperatures accentuates yield loss in wheat,Food,1,wheat biomass,ES,,1
2020-05-21,FALSE,Keep,R_en5BX7SvN0WYOd3,NBD,"Earthworm functional traits, landscape degradation and ecosystem services in the Brazilian Amazon deforestation arc",SoilProtect,1,Earthworm physical properties,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_en5BX7SvN0WYOd3,NBD,"Earthworm functional traits, landscape degradation and ecosystem services in the Brazilian Amazon deforestation arc",SoilProtect,2,earthworm functional traits,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_24NqG3lt1m459PS,AIS,Ecological consequences of invasive lake trout on river otters in Yellowstone National Park,PestPath,1,prey diversity for otters,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_24NqG3lt1m459PS,AIS,Ecological consequences of invasive lake trout on river otters in Yellowstone National Park,PestPath,2,stable isotope analysis,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_UX8SNdsGR0RtPcl,IS,Ecological correlates of risk and incidence of West Nile virus in the United States,PestPath,1,west nile virus incidence in humans,ES,,1
2020-05-21,FALSE,Keep,R_WDMsvRHrmN0LGP7,GV,Ecological erosion of an Afrotropical forest and potential consequences for tree recruitment and forest biomass,Pollination,1,seed dispersal distance,EF,,1
2020-05-21,FALSE,Keep,R_SBqMIEYkxG4gJ45,GV,Ecological interactions shape the distribution of a cultural ecosystem service: Argali sheep (Ovis ammon) in the Gobi-Steppe of Mongolia,CulturePsych,1,presence of Argali sheep,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",ClimReg,1,carbon sequestration,ES,,7
2020-05-21,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",freshWQReg,1,streamwater flow,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",freshWQReg,2,groundwater quantity,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",SoilProtect,1,social organic matter,EF,,1
2020-05-21,FALSE,Keep,R_1QzHkBIGX05T911,CK,"Ecosystem engineering by mussels supports biodiversity and water clarity in a heavily polluted lake in Dhaka, Bangladesh",coastWQReg,1,clearance rate,ES,,1
2020-05-21,FALSE,Keep,R_1QzHkBIGX05T911,CK,"Ecosystem engineering by mussels supports biodiversity and water clarity in a heavily polluted lake in Dhaka, Bangladesh",coastWQReg,2,water quality index,ES,,1
2020-05-21,FALSE,Keep,R_1QzHkBIGX05T911,CK,"Ecosystem engineering by mussels supports biodiversity and water clarity in a heavily polluted lake in Dhaka, Bangladesh",HabCreate,1,macro invertebrate rayon richness and diversity,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_3RwkWcmDMsLvnsY,LB,Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,ClimReg,1,C fixation and O2 releasing,ES,,1
2020-05-21,FALSE,Keep,R_3RwkWcmDMsLvnsY,LB,Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,freshWQReg,1,water conservation,ES,,1
2020-05-21,FALSE,Keep,R_3RwkWcmDMsLvnsY,LB,Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,Hazards,1,windbreak function,ES,,1
2020-05-21,FALSE,Keep,R_3RwkWcmDMsLvnsY,LB,Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,MaintainOpts,1,Plant diversity maintenance,ES,,1
2020-05-21,FALSE,Keep,R_3RwkWcmDMsLvnsY,LB,Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,SoilProtect,1,soil conservation function,ES,,1
2020-05-21,FALSE,Keep,R_3RwkWcmDMsLvnsY,LB,Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,SoilProtect,2,Nutrient transformation and cycling,ES,,1
2020-05-21,TRUE,Keep,R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,ClimReg,1,total soil C,ES,,1
2020-05-21,TRUE,Keep,R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,ClimReg,2,CO2 flux,ES,,1
2020-05-21,TRUE,Keep,R_2usOSIFtbGN3zNf,TK,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,ClimReg,1,soil carbon,Proxy for ES,,8
2020-05-21,TRUE,Keep,R_2usOSIFtbGN3zNf,TK,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,ClimReg,2,carbon fluxes,Proxy for ES,,1
2020-05-21,TRUE,Keep,R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,CulturePsych,1,gravimetric soil water,Proxy for ES,,1
2020-05-21,TRUE,Keep,R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,CulturePsych,2,soil temprature,Proxy for ES,,1
2020-05-21,TRUE,Keep,R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,SoilProtect,1,soil pH,Proxy for ES,EF,4
2020-05-21,TRUE,Keep,R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,SoilProtect,2,soil bulk density,Proxy for ES,EF,2
2020-05-21,TRUE,Keep,R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,SoilProtect,3,soil organic matter,Proxy for ES,EF,5
2020-05-21,TRUE,Keep,R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,SoilProtect,4,soil microbial biomass carbon,Proxy for ES,EF,1
2020-05-21,TRUE,Keep,R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,SoilProtect,5,soil water stable aggregates,Proxy for ES,EF,1
2020-05-21,TRUE,Keep,R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,SoilProtect,6,earthworm abundance,Proxy for ES,EF,1
2020-05-21,TRUE,Keep,R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,SoilProtect,7,% litter mass remaining,Proxy for ES,EF,1
2020-05-21,TRUE,Keep,R_2usOSIFtbGN3zNf,TK,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,SoilProtect,1,earthworm density,Proxy for ES,,1
2020-05-21,TRUE,Keep,R_2usOSIFtbGN3zNf,TK,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,SoilProtect,2,decomposition rate,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_RlCDrcf5G0L2329,AIS,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,AQReg,1,No2 dry deposition velocity,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_RlCDrcf5G0L2329,AIS,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,AQReg,2,NO2 concentration levels,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_RlCDrcf5G0L2329,AIS,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,ClimReg,1,carbon sequestration,Proxy for ES,,7
2020-05-21,FALSE,Keep,R_RlCDrcf5G0L2329,AIS,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,ClimReg,2,carbon emissions,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_RlCDrcf5G0L2329,AIS,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,CulturePsych,1,recreational potential,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_RlCDrcf5G0L2329,AIS,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,CulturePsych,2,recreational demand,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_RlCDrcf5G0L2329,AIS,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,Food,1,crop production,Proxy for ES,,4
2020-05-21,FALSE,Keep,R_RlCDrcf5G0L2329,AIS,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,Food,2,livestock production,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_RlCDrcf5G0L2329,AIS,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,Food,3,population density,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_RlCDrcf5G0L2329,AIS,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,SoilProtect,1,erosion control capacity,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_RlCDrcf5G0L2329,AIS,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,SoilProtect,2,soil loss potential,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_31tTNKf5fCd7D5Y,CK,Ecosystem services are lost when facilitation between two ecosystem engineers is compromised by oil,Food,1,Oyster size,ES,,1
2020-05-21,FALSE,Keep,R_31tTNKf5fCd7D5Y,CK,Ecosystem services are lost when facilitation between two ecosystem engineers is compromised by oil,HabCreate,1,Oyster habitat,ES,,1
2020-05-21,FALSE,Keep,R_PUspG8Ujq8cJlMB,JL,"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",ClimReg,1,total carbon storage,ES,,1
2020-05-21,FALSE,Keep,R_PUspG8Ujq8cJlMB,JL,"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",HabCreate,1,Shanon-weiner floristic diversity,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_PUspG8Ujq8cJlMB,JL,"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",SoilProtect,1,surface erosion %,ES,,1
2020-05-21,FALSE,Keep,R_PUspG8Ujq8cJlMB,JL,"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",SoilProtect,2,rill erosion %,ES,,1
2020-05-21,FALSE,Keep,R_PUspG8Ujq8cJlMB,JL,"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",SoilProtect,3,pre-rill erosion %,ES,,1
2020-05-21,FALSE,Keep,R_2uxMDIHpJxxWvSC,NBD,Ecosystem services of collectively managed urban gardens: Exploring factors affecting synergies and trade-offs at the site level,AQReg,1,ecologically effective area,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2uxMDIHpJxxWvSC,NBD,Ecosystem services of collectively managed urban gardens: Exploring factors affecting synergies and trade-offs at the site level,CulturePsych,1,volunteer input and community events,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2uxMDIHpJxxWvSC,NBD,Ecosystem services of collectively managed urban gardens: Exploring factors affecting synergies and trade-offs at the site level,Food,1,proportion of site area cultivated for food,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2uxMDIHpJxxWvSC,NBD,Ecosystem services of collectively managed urban gardens: Exploring factors affecting synergies and trade-offs at the site level,MaintainOpts,1,habitat assessment score,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_pyoNX1rFMX9B4k1,TM,Ecosystem services returned through seagrass restoration,ClimReg,1,Carbon storage,ES,,16
2020-05-21,FALSE,Keep,R_1DU8YpIS9LJQw3D,AK,Effects of between-site variation in soil microbial communities and plant-soil feedbacks on the productivity and composition of plant communities,ClimReg,1,plant productivity,EF,,2
2020-05-21,FALSE,Keep,R_1DU8YpIS9LJQw3D,AK,Effects of between-site variation in soil microbial communities and plant-soil feedbacks on the productivity and composition of plant communities,HabCreate,1,plant community composition,EF,,2
2020-05-21,FALSE,Keep,R_1DU8YpIS9LJQw3D,AK,Effects of between-site variation in soil microbial communities and plant-soil feedbacks on the productivity and composition of plant communities,SoilProtect,1,fungal abundance,EF,,1
2020-05-21,TRUE,Keep,R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,HabCreate,1,Structural benthic habitat,ES,,1
2020-05-21,TRUE,Keep,R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,HabCreate,1,fish community index (FCI),EF,,2
2020-05-21,TRUE,Keep,R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,HabCreate,2,nekton abundance,EF,,1
2020-05-21,TRUE,Keep,R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,MaintainOpts,1,Fish Community Index (FCI),EF,,2
2020-05-21,FALSE,Keep,R_OvCFrp97r8Hposx,TK,Effects of habitat composition and landscape structure on worker foraging distances of five bumble bee species,Pollination,1,colony foraging radius,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2wSsOF50uFGbhqw,SDJ,Effects of habitat loss on the plant-flower visitor network structure of a dune community,Pollination,1,flower visits,Proxy for ES,,2
2020-05-21,FALSE,Maybe,R_26hhXZOzq4brDdp,AK,Effects of land-use change on wetland ecosystem services: A case study in the Donana marshes (SW Spain),CulturePsych,1,aesthetic value,ES,,4
2020-05-21,FALSE,Maybe,R_26hhXZOzq4brDdp,AK,Effects of land-use change on wetland ecosystem services: A case study in the Donana marshes (SW Spain),Food,1,aquaculture and salt production,ES,,1
2020-05-21,FALSE,Maybe,R_26hhXZOzq4brDdp,AK,Effects of land-use change on wetland ecosystem services: A case study in the Donana marshes (SW Spain),Food,2,livestock and agriculture,ES,,1
2020-05-21,FALSE,Maybe,R_26hhXZOzq4brDdp,AK,Effects of land-use change on wetland ecosystem services: A case study in the Donana marshes (SW Spain),HabCreate,1,habitat,ES,,1
2020-05-21,FALSE,Maybe,R_26hhXZOzq4brDdp,AK,Effects of land-use change on wetland ecosystem services: A case study in the Donana marshes (SW Spain),Hazards,1,flood buffering,ES,,1
2020-05-21,FALSE,Maybe,R_26hhXZOzq4brDdp,AK,Effects of land-use change on wetland ecosystem services: A case study in the Donana marshes (SW Spain),MedGen,1,medicinal plants,ES,,2
2020-05-21,FALSE,Maybe,R_26hhXZOzq4brDdp,AK,Effects of land-use change on wetland ecosystem services: A case study in the Donana marshes (SW Spain),Pollination,1,pollination,ES,,6
2020-05-21,FALSE,Maybe,R_26hhXZOzq4brDdp,AK,Effects of land-use change on wetland ecosystem services: A case study in the Donana marshes (SW Spain),SoilProtect,1,soil fertility,ES,,1
2020-05-21,FALSE,Keep,R_RP0TqDs7gK75AMV,CW,Effects of Morella faya tree invasion on aboveground carbon storage in Hawaii,ClimReg,1,Aboveground biomass,ES,,3
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,coastWQReg,1,forest,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,coastWQReg,2,riparian wetland,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,coastWQReg,3,downstream,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,CulturePsych,1,forest,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,CulturePsych,2,riparian wetland,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,CulturePsych,3,crop land,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,CulturePsych,4,orchard,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,CulturePsych,5,range farm,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,CulturePsych,6,aquaculture,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,CulturePsych,7,upstream downstream,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,Food,1,paddy rice field,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,Food,2,crop land,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,Food,3,orchard,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,Food,4,range farm,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,Food,5,aquaculture,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,freshWQReg,1,forest,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,freshWQReg,2,upstream,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,SoilProtect,1,forest,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,SoilProtect,2,crop land,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,SoilProtect,3,orchard,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,SoilProtect,4,fallow,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,SoilProtect,5,riparian wetland,no selection,,1
2020-05-21,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,SoilProtect,6,crop land,no selection,,1
2020-05-21,FALSE,Keep,R_2BqwFfxEDQ05vo0,SDJ,Enhancing Soil Organic Matter as a Route to the Ecological Intensification of European Arable Systems,Food,1,grain weight (tonnes per hectare per plot),Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2BqwFfxEDQ05vo0,SDJ,Enhancing Soil Organic Matter as a Route to the Ecological Intensification of European Arable Systems,Food,2,tiller mass,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2BqwFfxEDQ05vo0,SDJ,Enhancing Soil Organic Matter as a Route to the Ecological Intensification of European Arable Systems,Food,3,ear mass,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2BqwFfxEDQ05vo0,SDJ,Enhancing Soil Organic Matter as a Route to the Ecological Intensification of European Arable Systems,Food,4,aboveground biomass,Proxy for ES,,3
2020-05-21,FALSE,Keep,R_2BqwFfxEDQ05vo0,SDJ,Enhancing Soil Organic Matter as a Route to the Ecological Intensification of European Arable Systems,PestPath,1,aphid days,Proxy for ES,,1
2020-05-21,FALSE,Maybe,R_31WydZ14DUuPl2O,AK,Environmental Conservation and Social Benefits of Charcoal Production in Mozambique,Food,1,livestock owned,no selection,,1
2020-05-21,FALSE,Maybe,R_31WydZ14DUuPl2O,AK,Environmental Conservation and Social Benefits of Charcoal Production in Mozambique,Food,2,farmland,no selection,,1
2020-05-21,FALSE,Maybe,R_31WydZ14DUuPl2O,AK,Environmental Conservation and Social Benefits of Charcoal Production in Mozambique,Materials,1,charcoal production,no selection,,1
2020-05-21,TRUE,Keep,R_AFgyKn3Ie5am7v3,AK,Environmental context and magnitude of disturbance influence trait-mediated community responses to wastewater in streams,coastWQReg,1,invertebrate community,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_3ENlsKCYcpReEQq,CW,"Evaluating carbon storage, timber harvest, and habitat possibilities for a Western Cascades (USA) forest landscape",ClimReg,1,Mg C per ha,no selection,,1
2020-05-21,FALSE,Keep,R_3ENlsKCYcpReEQq,CW,"Evaluating carbon storage, timber harvest, and habitat possibilities for a Western Cascades (USA) forest landscape",HabCreate,1,Habitat capability index,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_1Kr0DWHqKe0fkiX,CK,Evaluating changes in marine communities that provide ecosystem services through comparative assessments of community indicators,Food,1,Proportion of non-declining exploited species of fish,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_10JCEQrvNM6VbWH,KCG,Evaluating management strategies to optimise coral reef ecosystem services,CulturePsych,1,dive tourism,ES,,1
2020-05-21,FALSE,Keep,R_10JCEQrvNM6VbWH,KCG,Evaluating management strategies to optimise coral reef ecosystem services,CulturePsych,2,total fish biomass,ES,,2
2020-05-21,FALSE,Keep,R_10JCEQrvNM6VbWH,KCG,Evaluating management strategies to optimise coral reef ecosystem services,CulturePsych,3,fish functional group biodiversity,ES,,1
2020-05-21,FALSE,Keep,R_10JCEQrvNM6VbWH,KCG,Evaluating management strategies to optimise coral reef ecosystem services,CulturePsych,4,sea turtle and shark biomass,ES,,1
2020-05-21,FALSE,Keep,R_10JCEQrvNM6VbWH,KCG,Evaluating management strategies to optimise coral reef ecosystem services,Food,1,fish yield,ES,,2
2020-05-21,FALSE,Keep,R_10JCEQrvNM6VbWH,KCG,Evaluating management strategies to optimise coral reef ecosystem services,Food,2,marine trophic index,ES,,1
2020-05-21,FALSE,Keep,R_10JCEQrvNM6VbWH,KCG,Evaluating management strategies to optimise coral reef ecosystem services,Food,3,total value of catch,ES,,1
