ResponseId,Init,Title,id,sameanswer,answer,clean_answer,varnum,clean_answer_finer,final_answer,review_notes,fullquestion,abbr,Group,clean_group,ESnum,qnum,ES,survey_order,qa_note,rev1init,rev2init,revorder,keep,ctw_notes
R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Q25.3_8,FALSE,Land use change,Land use change,1,Land use and land cover change,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Anthro,Anthro,8,Q12,SoilProtect,114,,TK,JL,2,1,
R_2usOSIFtbGN3zNf,TK,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Q25.3_16,FALSE,,,,,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Anthro,,16,Q12,CulturePsych,122,,TK,JL,1,0,
R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Q25.3_16,FALSE,Land use change,Land use change,1,Land use and land cover change,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Anthro,Anthro,16,Q12,CulturePsych,122,,TK,JL,2,1,
R_2usOSIFtbGN3zNf,TK,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Q25.5_4,FALSE,Proxy for ES,Proxy for ES,,,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Yclass,,,4,Q12,ClimReg,142,,TK,JL,1,0,
R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Q25.5_4,FALSE,ES,ES,,,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Yclass,,,4,Q12,ClimReg,142,,TK,JL,2,1,
R_2usOSIFtbGN3zNf,TK,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Q25.5_8,FALSE,Proxy for ES,Proxy for ES,,,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Yclass,,,8,Q12,SoilProtect,146,,TK,JL,1,0,
R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Q25.5_8,FALSE,"Proxy for ES,EF","Proxy for ES,EF",,,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Yclass,,,8,Q12,SoilProtect,146,,TK,JL,2,1,
R_2usOSIFtbGN3zNf,TK,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Q25.5_16,FALSE,,,,,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Yclass,,,16,Q12,CulturePsych,154,,TK,JL,1,0,
R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Q25.5_16,FALSE,Proxy for ES,Proxy for ES,,,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Yclass,,,16,Q12,CulturePsych,154,,TK,JL,2,1,
R_2usOSIFtbGN3zNf,TK,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Q25.7_4,FALSE,Mixed,Mixed,,,,,Q12: Which Ecosystem Services were considered?  - Direction of Human Driver Relationship - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],EffectDirect,Anthro,,4,Q12,ClimReg,174,,TK,JL,1,0,
R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Q25.7_4,FALSE,,,,,,,Q12: Which Ecosystem Services were considered?  - Direction of Human Driver Relationship - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],EffectDirect,Anthro,,4,Q12,ClimReg,174,,TK,JL,2,1,
R_2usOSIFtbGN3zNf,TK,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Q25.7_8,FALSE,Mixed,Mixed,,,,,"Q12: Which Ecosystem Services were considered?  - Direction of Human Driver Relationship - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",EffectDirect,Anthro,,8,Q12,SoilProtect,178,,TK,JL,1,0,
R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Q25.7_8,FALSE,,,,,,,"Q12: Which Ecosystem Services were considered?  - Direction of Human Driver Relationship - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",EffectDirect,Anthro,,8,Q12,SoilProtect,178,,TK,JL,2,1,
R_2usOSIFtbGN3zNf,TK,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Q25,TRUE,,,,,,,List Other Human Driver from Q12 (sep. with commas),OtherDriver,Anthro,,,Q12,,204,,TK,JL,1,,
R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Q25,TRUE,Land use change=Urban land cover type (mulch/lawn/gravel/undeveloped field reference),,,,,,List Other Human Driver from Q12 (sep. with commas),OtherDriver,Anthro,,,Q12,,204,Comments about standardized Human driver entered in 'Other Driver'; retained only true other driver or NA if none and moved comments to general survey notes,TK,JL,2,,
R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,Q5,FALSE,North America,North America,,,,,Q5: What continent/ocean is the study in?,Place,,,,Q5,,25,,CK,JL,1,0,
R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,Q5,FALSE,"North America,Atlantic Ocean","North America,Atlantic Ocean",,,,,Q5: What continent/ocean is the study in?,Place,,,,Q5,,25,,CK,JL,2,1,JL reviewed
R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,Q25.1_1_1,FALSE,Structural benthic habitat,Structural benthic habitat,1,TEST_VALUE,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Habitat creation and maintenance - Response 1: Separate by commas",Response,,,1,Q12,HabCreate,59,,CK,JL,1,1,
R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,Q25.1_1_1,FALSE,fish community index (FCI),fish community index (FCI),1,index,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Habitat creation and maintenance - Response 1: Separate by commas",Response,,,1,Q12,HabCreate,59,,CK,JL,2,0,
R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,Q25.1_1_2,FALSE,,,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Habitat creation and maintenance - DO NOT USE Response 2",Response,,,1,Q12,HabCreate,60,,CK,JL,1,1,
R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,Q25.1_1_2,FALSE,nekton abundance,nekton abundance,1,service provider abundance,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Habitat creation and maintenance - DO NOT USE Response 2",Response,,,1,Q12,HabCreate,60,,CK,JL,2,1,
R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,Q25.1_15_1,FALSE,Fish Community Index (FCI),Fish Community Index (FCI),1,index,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Maintenance of options [e.g. benefits (including those of future generation... - Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes] - Response 1: Separate by commas",Response,,,15,Q12,MaintainOpts,87,,CK,JL,1,1,"CTW skimmed paper, agree with CK that maintenance of diversity (options) for future use is an intended ES in addition to habitat creation"
R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,Q25.1_15_1,FALSE,,,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Maintenance of options [e.g. benefits (including those of future generation... - Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes] - Response 1: Separate by commas",Response,,,15,Q12,MaintainOpts,87,,CK,JL,2,0,
R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,Q25.3_1,FALSE,Management Practices,Management Practices,1,Management/restoration,,,Q12: Which Ecosystem Services were considered?  - Human Driver - Habitat creation and maintenance,Driver,Anthro,Anthro,1,Q12,HabCreate,107,,CK,JL,1,0,
R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,Q25.3_1,FALSE,"Land use change,Management Practices",Land use change,1,Land use and land cover change,,,Q12: Which Ecosystem Services were considered?  - Human Driver - Habitat creation and maintenance,Driver,Anthro,Anthro,1,Q12,HabCreate,107,,CK,JL,2,1,
R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,Q25.3_1,FALSE,"Land use change,Management Practices",Management Practices,2,Management/restoration,,,Q12: Which Ecosystem Services were considered?  - Human Driver - Habitat creation and maintenance,Driver,Anthro,Anthro,1,Q12,HabCreate,107,,CK,JL,2,1,
R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,Q25.3_15,FALSE,"Land use change,Management Practices",Land use change,1,Land use and land cover change,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",Driver,Anthro,Anthro,15,Q12,MaintainOpts,121,,CK,JL,1,1,
R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,Q25.3_15,FALSE,"Land use change,Management Practices",Management Practices,2,Management/restoration,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",Driver,Anthro,Anthro,15,Q12,MaintainOpts,121,,CK,JL,1,1,
R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,Q25.3_15,FALSE,,,,,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",Driver,Anthro,,15,Q12,MaintainOpts,121,,CK,JL,2,0,
R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,Q25.5_1,FALSE,ES,ES,,,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Habitat creation and maintenance,Yclass,,,1,Q12,HabCreate,139,,CK,JL,1,0,
R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,Q25.5_1,FALSE,EF,EF,,,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Habitat creation and maintenance,Yclass,,,1,Q12,HabCreate,139,,CK,JL,2,1,
R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,Q25.5_15,FALSE,EF,EF,,,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",Yclass,,,15,Q12,MaintainOpts,153,,CK,JL,1,1,
R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,Q25.5_15,FALSE,,,,,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",Yclass,,,15,Q12,MaintainOpts,153,,CK,JL,2,0,
R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,Q25.7_1,TRUE,-,-,,,,,Q12: Which Ecosystem Services were considered?  - Direction of Human Driver Relationship - Habitat creation and maintenance,EffectDirect,Anthro,,1,Q12,HabCreate,171,,CK,JL,1,0,
R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,Q25.7_1,TRUE,-,-,,,,,Q12: Which Ecosystem Services were considered?  - Direction of Human Driver Relationship - Habitat creation and maintenance,EffectDirect,Anthro,,1,Q12,HabCreate,171,,CK,JL,2,1,
R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,Q25.7_15,FALSE,-,-,,,,,"Q12: Which Ecosystem Services were considered?  - Direction of Human Driver Relationship - Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",EffectDirect,Anthro,,15,Q12,MaintainOpts,185,,CK,JL,1,1,nonlinear relationship
R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,Q25.7_15,FALSE,,,,,,,"Q12: Which Ecosystem Services were considered?  - Direction of Human Driver Relationship - Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",EffectDirect,Anthro,,15,Q12,MaintainOpts,185,,CK,JL,2,0,
R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,Q25,TRUE,,,,,,,List Other Human Driver from Q12 (sep. with commas),OtherDriver,Anthro,,,Q12,,204,,CK,JL,1,,
R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,Q25,TRUE,"Land use change=% Developed land, Management practice=Shoreline condition (bulkhead;riprap;natural)",,,,,,List Other Human Driver from Q12 (sep. with commas),OtherDriver,Anthro,,,Q12,,204,Comments about standardized Human driver entered in 'Other Driver'; retained only true other driver or NA if none and moved comments to general survey notes,CK,JL,2,,
R_1ffTHyis8NbyFIo,JL,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_1_1,FALSE,biodiversity loss,biodiversity loss,1,service provider species biodiversity,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Habitat creation and maintenance - Response 1: Separate by commas",Response,,,1,Q12,HabCreate,59,,JL,TK,1,1,"CTW skimmed paper, use JL answers. JL and TK answers are very similar throughout, JL more detailed"
R_3me0AOlwT1SpyQ8,TK,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_1_1,FALSE,,,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Habitat creation and maintenance - Response 1: Separate by commas",Response,,,1,Q12,HabCreate,59,,JL,TK,2,0,
R_1ffTHyis8NbyFIo,JL,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_4_1,FALSE,Loss of Co2 from forest fires,Loss of Co2 from forest fires,1,carbon,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of climate [e.g. biological carbon storage and sequestration; me... - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands] - Response 1: Separate by commas",Response,,,4,Q12,ClimReg,65,,JL,TK,1,1,
R_3me0AOlwT1SpyQ8,TK,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_4_1,FALSE,area burned by fire,area burned by fire,1,land cover,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of climate [e.g. biological carbon storage and sequestration; me... - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands] - Response 1: Separate by commas",Response,,,4,Q12,ClimReg,65,,JL,TK,2,0,
R_1ffTHyis8NbyFIo,JL,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_6_1,FALSE,"water supply for human consumption, water supply for industry, reservoir volume, water flow",reservoir volume,3,TEST_VALUE,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater quantity, location and timing [e.g. flow of surfac... - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation] - Response 1: Separate by commas",Response,,,6,Q12,freshWQReg,69,,JL,TK,1,1,
R_1ffTHyis8NbyFIo,JL,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_6_1,FALSE,"water supply for human consumption, water supply for industry, reservoir volume, water flow",water flow,4,hydrology,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater quantity, location and timing [e.g. flow of surfac... - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation] - Response 1: Separate by commas",Response,,,6,Q12,freshWQReg,69,,JL,TK,1,1,
R_1ffTHyis8NbyFIo,JL,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_6_1,FALSE,"water supply for human consumption, water supply for industry, reservoir volume, water flow",water supply for human consumption,1,TEST_VALUE,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater quantity, location and timing [e.g. flow of surfac... - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation] - Response 1: Separate by commas",Response,,,6,Q12,freshWQReg,69,,JL,TK,1,1,
R_1ffTHyis8NbyFIo,JL,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_6_1,FALSE,"water supply for human consumption, water supply for industry, reservoir volume, water flow",water supply for industry,2,TEST_VALUE,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater quantity, location and timing [e.g. flow of surfac... - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation] - Response 1: Separate by commas",Response,,,6,Q12,freshWQReg,69,,JL,TK,1,1,
R_3me0AOlwT1SpyQ8,TK,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_6_1,FALSE,"peowater for individuals, water for consumption",peowater for individuals,1,TEST_VALUE,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater quantity, location and timing [e.g. flow of surfac... - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation] - Response 1: Separate by commas",Response,,,6,Q12,freshWQReg,69,,JL,TK,2,0,
R_3me0AOlwT1SpyQ8,TK,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_6_1,FALSE,"peowater for individuals, water for consumption",water for consumption,2,TEST_VALUE,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater quantity, location and timing [e.g. flow of surfac... - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation] - Response 1: Separate by commas",Response,,,6,Q12,freshWQReg,69,,JL,TK,2,0,
R_1ffTHyis8NbyFIo,JL,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_7_1,FALSE,"volumes of wastewater generated and treated, nitrate/nitrite/phosphorous/BOD5/O2 concentrations in water",nitrate/nitrite/phosphorous/BOD5/O2 concentrations in water,2,aquatic biogeochemistry,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater and coastal water quality [e.g. filtration of part... - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals] - Response 1: Separate by commas",Response,,,7,Q12,coastWQReg,71,,JL,TK,1,1,
R_1ffTHyis8NbyFIo,JL,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_7_1,FALSE,"volumes of wastewater generated and treated, nitrate/nitrite/phosphorous/BOD5/O2 concentrations in water",volumes of wastewater generated and treated,1,TEST_VALUE,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater and coastal water quality [e.g. filtration of part... - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals] - Response 1: Separate by commas",Response,,,7,Q12,coastWQReg,71,,JL,TK,1,1,
R_3me0AOlwT1SpyQ8,TK,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_7_1,FALSE,"nitrate conc., nitrite conc., phosphorus conc., BOD, O2 conc.",BOD,4,abiotic characteristics of the landscape: aquatic,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater and coastal water quality [e.g. filtration of part... - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals] - Response 1: Separate by commas",Response,,,7,Q12,coastWQReg,71,,JL,TK,2,0,
R_3me0AOlwT1SpyQ8,TK,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_7_1,FALSE,"nitrate conc., nitrite conc., phosphorus conc., BOD, O2 conc.",nitrate conc.,1,aquatic biogeochemistry,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater and coastal water quality [e.g. filtration of part... - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals] - Response 1: Separate by commas",Response,,,7,Q12,coastWQReg,71,,JL,TK,2,0,
R_3me0AOlwT1SpyQ8,TK,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_7_1,FALSE,"nitrate conc., nitrite conc., phosphorus conc., BOD, O2 conc.",nitrite conc.,2,aquatic biogeochemistry,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater and coastal water quality [e.g. filtration of part... - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals] - Response 1: Separate by commas",Response,,,7,Q12,coastWQReg,71,,JL,TK,2,0,
R_3me0AOlwT1SpyQ8,TK,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_7_1,FALSE,"nitrate conc., nitrite conc., phosphorus conc., BOD, O2 conc.",O2 conc.,5,TEST_VALUE,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater and coastal water quality [e.g. filtration of part... - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals] - Response 1: Separate by commas",Response,,,7,Q12,coastWQReg,71,,JL,TK,2,0,
R_3me0AOlwT1SpyQ8,TK,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_7_1,FALSE,"nitrate conc., nitrite conc., phosphorus conc., BOD, O2 conc.",phosphorus conc.,3,TEST_VALUE,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater and coastal water quality [e.g. filtration of part... - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals] - Response 1: Separate by commas",Response,,,7,Q12,coastWQReg,71,,JL,TK,2,0,
R_1ffTHyis8NbyFIo,JL,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_9_1,FALSE,number of people affected by floods,number of people affected by floods,1,extreme events,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of hazards and extreme events [e.g. amelioration of floods, wind... - Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion] - Response 1: Separate by commas",Response,,,9,Q12,Hazards,75,,JL,TK,1,1,
R_3me0AOlwT1SpyQ8,TK,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_9_1,FALSE,people affected by floods,people affected by floods,1,TEST_VALUE,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of hazards and extreme events [e.g. amelioration of floods, wind... - Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion] - Response 1: Separate by commas",Response,,,9,Q12,Hazards,75,,JL,TK,2,0,
R_1ffTHyis8NbyFIo,JL,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_11_1,FALSE,total hydropower production,total hydropower production,1,TEST_VALUE,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Energy [e.g.  biomass-based fuels, such as biofuel crops, animal waste, fue... - Energy [e.g.  biomass-based fuels, such as biofuel crops, animal waste, fuelwood] - Response 1: Separate by commas",Response,,,11,Q12,Energy,79,,JL,TK,1,1,
R_3me0AOlwT1SpyQ8,TK,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_11_1,FALSE,hydropower,hydropower,1,exploitation/harvest,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Energy [e.g.  biomass-based fuels, such as biofuel crops, animal waste, fue... - Energy [e.g.  biomass-based fuels, such as biofuel crops, animal waste, fuelwood] - Response 1: Separate by commas",Response,,,11,Q12,Energy,79,,JL,TK,2,0,
R_1ffTHyis8NbyFIo,JL,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_12_1,FALSE,"fish harvesting, fish aquaculture",fish aquaculture,2,exploitation/harvest,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Food and feed - Response 1: Separate by commas",Response,,,12,Q12,Food,81,,JL,TK,1,1,
R_1ffTHyis8NbyFIo,JL,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_12_1,FALSE,"fish harvesting, fish aquaculture",fish harvesting,1,exploitation/harvest,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Food and feed - Response 1: Separate by commas",Response,,,12,Q12,Food,81,,JL,TK,1,1,
R_3me0AOlwT1SpyQ8,TK,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_12_1,FALSE,seafood yields,seafood yields,1,exploitation/harvest,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Food and feed - Response 1: Separate by commas",Response,,,12,Q12,Food,81,,JL,TK,2,0,
R_1ffTHyis8NbyFIo,JL,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_13_1,FALSE,sand/gravel companies and production,sand/gravel companies and production,1,exploitation/harvest,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pe... - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders] - Response 1: Separate by commas",Response,,,13,Q12,Materials,83,,JL,TK,1,1,
R_3me0AOlwT1SpyQ8,TK,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Q25.1_13_1,FALSE,,,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pe... - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders] - Response 1: Separate by commas",Response,,,13,Q12,Materials,83,,JL,TK,2,0,
