StartDate,EndDate,RecordedDate,ResponseId,Init,doublerev,version,Title,id,answer,clean_answer,varnum,clean_answer_binned,fullquestion,abbr,Group,clean_group,lulc_group,qnum,ES,survey_order,qa_note,lulc_note,only_lulc,exclude_reason
2020-03-10T20:30:59Z,2020-03-10T21:19:15Z,2020-03-10T21:19:16Z,R_2wFhQRqqex9ZeyX,TM,FALSE,final,"The Monteregie Connection: linking landscapes, biodiversity, and ecosystem services to improve decision making",Q25.3_9,Land use change,Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion]",Driver,Human,Human,LU_LC,Q12,Hazards,115,NA,NA,TRUE,LULC driver only
2020-03-10T20:30:59Z,2020-03-10T21:19:15Z,2020-03-10T21:19:16Z,R_2wFhQRqqex9ZeyX,TM,FALSE,final,"The Monteregie Connection: linking landscapes, biodiversity, and ecosystem services to improve decision making",Q25.3_10,Land use change,Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Driver,Human,Human,LU_LC,Q12,PestPath,116,NA,NA,TRUE,LULC driver only
2020-03-10T20:30:59Z,2020-03-10T21:19:15Z,2020-03-10T21:19:16Z,R_2wFhQRqqex9ZeyX,TM,FALSE,final,"The Monteregie Connection: linking landscapes, biodiversity, and ecosystem services to improve decision making",Q25.3_12,Land use change,Land use change,1,Land use and land cover change,Q12: Which Ecosystem Services were considered?  - Human Driver - Food and feed,Driver,Human,Human,LU_LC,Q12,Food,118,NA,NA,TRUE,LULC driver only
2020-03-10T20:30:59Z,2020-03-10T21:19:15Z,2020-03-10T21:19:16Z,R_2wFhQRqqex9ZeyX,TM,FALSE,final,"The Monteregie Connection: linking landscapes, biodiversity, and ecosystem services to improve decision making",Q25.3_16,Land use change,Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Human,Human,LU_LC,Q12,CulturePsych,122,NA,NA,TRUE,LULC driver only
2020-03-10T20:30:59Z,2020-03-10T21:19:15Z,2020-03-10T21:19:16Z,R_2wFhQRqqex9ZeyX,TM,FALSE,final,"The Monteregie Connection: linking landscapes, biodiversity, and ecosystem services to improve decision making",Q19,Only land cover or habitat type as proxy,Only land cover or habitat type as proxy,NA,NA,"Q14: If the study incorporates a 'Service Provider', which service provider(s) does it utilize?",ESP_type,NA,NA,NA,Q14,NA,207,NA,NA,TRUE,LULC driver only
2020-03-10T20:30:59Z,2020-03-10T21:19:15Z,2020-03-10T21:19:16Z,R_2wFhQRqqex9ZeyX,TM,FALSE,final,"The Monteregie Connection: linking landscapes, biodiversity, and ecosystem services to improve decision making",Q20,NA,NA,NA,NA,Notes on Q14,KremenNotes,NA,NA,NA,Q14,NA,208,NA,NA,TRUE,LULC driver only
2020-03-11T17:31:23Z,2020-03-11T17:51:15Z,2020-03-11T17:51:15Z,R_31WydZ14DUuPl2O,AK,FALSE,final,Environmental Conservation and Social Benefits of Charcoal Production in Mozambique,Q25.3_12,Land use change,Land use change,1,Land use and land cover change,Q12: Which Ecosystem Services were considered?  - Human Driver - Food and feed,Driver,Human,Human,LU_LC,Q12,Food,118,NA,NA,TRUE,LULC driver only
2020-03-11T17:31:23Z,2020-03-11T17:51:15Z,2020-03-11T17:51:15Z,R_31WydZ14DUuPl2O,AK,FALSE,final,Environmental Conservation and Social Benefits of Charcoal Production in Mozambique,Q25.3_13,Land use change,Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",Driver,Human,Human,LU_LC,Q12,Materials,119,NA,NA,TRUE,LULC driver only
2020-03-11T17:31:23Z,2020-03-11T17:51:15Z,2020-03-11T17:51:15Z,R_31WydZ14DUuPl2O,AK,FALSE,final,Environmental Conservation and Social Benefits of Charcoal Production in Mozambique,Q19,NA,NA,NA,NA,"Q14: If the study incorporates a 'Service Provider', which service provider(s) does it utilize?",ESP_type,NA,NA,NA,Q14,NA,207,NA,NA,TRUE,LULC driver only
2020-03-11T17:31:23Z,2020-03-11T17:51:15Z,2020-03-11T17:51:15Z,R_31WydZ14DUuPl2O,AK,FALSE,final,Environmental Conservation and Social Benefits of Charcoal Production in Mozambique,Q20,NA,NA,NA,NA,Notes on Q14,KremenNotes,NA,NA,NA,Q14,NA,208,NA,NA,TRUE,LULC driver only
2020-03-13T20:41:48Z,2020-03-13T20:57:31Z,2020-03-13T20:57:31Z,R_1BWNUmAC7SrJWbM,TM,FALSE,final,Comparative Assessment of Mangrove Biomass and Fish Assemblages in an Urban and Rural Mangrove Wetlands in Ghana,Q25.3_11,Land use change,Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Energy [e.g.  biomass-based fuels, such as biofuel crops, animal waste, fuelwood]",Driver,Human,Human,LU_LC,Q12,Energy,117,NA,NA,TRUE,LULC driver only
2020-03-13T20:41:48Z,2020-03-13T20:57:31Z,2020-03-13T20:57:31Z,R_1BWNUmAC7SrJWbM,TM,FALSE,final,Comparative Assessment of Mangrove Biomass and Fish Assemblages in an Urban and Rural Mangrove Wetlands in Ghana,Q25.3_12,Land use change,Land use change,1,Land use and land cover change,Q12: Which Ecosystem Services were considered?  - Human Driver - Food and feed,Driver,Human,Human,LU_LC,Q12,Food,118,NA,NA,TRUE,LULC driver only
2020-03-13T20:41:48Z,2020-03-13T20:57:31Z,2020-03-13T20:57:31Z,R_1BWNUmAC7SrJWbM,TM,FALSE,final,Comparative Assessment of Mangrove Biomass and Fish Assemblages in an Urban and Rural Mangrove Wetlands in Ghana,Q19,NA,NA,NA,NA,"Q14: If the study incorporates a 'Service Provider', which service provider(s) does it utilize?",ESP_type,NA,NA,NA,Q14,NA,207,NA,NA,TRUE,LULC driver only
2020-03-13T20:41:48Z,2020-03-13T20:57:31Z,2020-03-13T20:57:31Z,R_1BWNUmAC7SrJWbM,TM,FALSE,final,Comparative Assessment of Mangrove Biomass and Fish Assemblages in an Urban and Rural Mangrove Wetlands in Ghana,Q20,Using biomass and community of woody material and fish communities as a proxy for ecosystem services ,Using biomass and community of woody material and fish communities as a proxy for ecosystem services,NA,NA,Notes on Q14,KremenNotes,NA,NA,NA,Q14,NA,208,NA,NA,TRUE,LULC driver only
2020-03-18T15:57:27Z,2020-03-18T16:19:20Z,2020-03-18T16:19:20Z,R_3rHzypBwpvVvybG,IS,FALSE,final,Larger Area Facilitates Richness-Function Effects in Experimental Microcosms,Q25.2_7,Other,Other,NA,Other,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Environmental,Environmental,LU_LC,Q12,coastWQReg,97,NA,Other driver(s) entered in Environmental driver type recoded to Land Use Land Cover type. Updated 'Other' driver to LULC group for consistency.,TRUE,LULC driver only
2020-03-18T15:57:27Z,2020-03-18T16:19:20Z,2020-03-18T16:19:20Z,R_3rHzypBwpvVvybG,IS,FALSE,final,Larger Area Facilitates Richness-Function Effects in Experimental Microcosms,Q17,dish area (habitat area),dish area (habitat area),1,Land cover,List Other Environmental Driver from Q12 (sep. with commas),OtherDriver,Environmental,Environmental,LU_LC,Q12,coastWQReg,203.07,Infilled ES from Driver where 'Other' specified,NA,TRUE,LULC driver only
2020-03-18T15:57:27Z,2020-03-18T16:19:20Z,2020-03-18T16:19:20Z,R_3rHzypBwpvVvybG,IS,FALSE,final,Larger Area Facilitates Richness-Function Effects in Experimental Microcosms,Q19,"Across species  [e.g. community structure, diversity]","Across species  [e.g. community structure, diversity]",NA,NA,"Q14: If the study incorporates a 'Service Provider', which service provider(s) does it utilize?",ESP_type,NA,NA,NA,Q14,NA,207,NA,NA,TRUE,LULC driver only
2020-03-18T15:57:27Z,2020-03-18T16:19:20Z,2020-03-18T16:19:20Z,R_3rHzypBwpvVvybG,IS,FALSE,final,Larger Area Facilitates Richness-Function Effects in Experimental Microcosms,Q20,NA,NA,NA,NA,Notes on Q14,KremenNotes,NA,NA,NA,Q14,NA,208,NA,NA,TRUE,LULC driver only
2020-03-24T16:29:43Z,2020-03-24T17:32:46Z,2020-03-24T17:32:47Z,R_RlCDrcf5G0L2329,AIS,FALSE,final,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,Q25.3_3,NA,Other,NA,Other,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]",Driver,Human,Human,LU_LC,Q12,AQReg,109,Reviewer correction,Other driver(s) entered in Human driver type recoded to Land Use Land Cover type. Updated 'Other' driver to LULC group for consistency.,TRUE,LULC driver only
2020-03-24T16:29:43Z,2020-03-24T17:32:46Z,2020-03-24T17:32:47Z,R_RlCDrcf5G0L2329,AIS,FALSE,final,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,Q25.3_4,NA,Other,NA,Other,Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Human,Human,LU_LC,Q12,ClimReg,110,Reviewer correction,Other driver(s) entered in Human driver type recoded to Land Use Land Cover type. Updated 'Other' driver to LULC group for consistency.,TRUE,LULC driver only
2020-03-24T16:29:43Z,2020-03-24T17:32:46Z,2020-03-24T17:32:47Z,R_RlCDrcf5G0L2329,AIS,FALSE,final,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,Q25.3_8,NA,Other,NA,Other,"Q12: Which Ecosystem Services were considered?  - Human Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Human,Human,LU_LC,Q12,SoilProtect,114,Reviewer correction,Other driver(s) entered in Human driver type recoded to Land Use Land Cover type. Updated 'Other' driver to LULC group for consistency.,TRUE,LULC driver only
2020-03-24T16:29:43Z,2020-03-24T17:32:46Z,2020-03-24T17:32:47Z,R_RlCDrcf5G0L2329,AIS,FALSE,final,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,Q25.3_12,NA,Other,NA,Other,Q12: Which Ecosystem Services were considered?  - Human Driver - Food and feed,Driver,Human,Human,LU_LC,Q12,Food,118,Reviewer correction,Other driver(s) entered in Human driver type recoded to Land Use Land Cover type. Updated 'Other' driver to LULC group for consistency.,TRUE,LULC driver only
2020-03-24T16:29:43Z,2020-03-24T17:32:46Z,2020-03-24T17:32:47Z,R_RlCDrcf5G0L2329,AIS,FALSE,final,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,Q25.3_16,NA,Other,NA,Other,"Q12: Which Ecosystem Services were considered?  - Human Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Human,Human,LU_LC,Q12,CulturePsych,122,Reviewer correction,Other driver(s) entered in Human driver type recoded to Land Use Land Cover type. Updated 'Other' driver to LULC group for consistency.,TRUE,LULC driver only
2020-03-24T16:29:43Z,2020-03-24T17:32:46Z,2020-03-24T17:32:47Z,R_RlCDrcf5G0L2329,AIS,FALSE,final,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,Q25,NA,Urban development,1,Land use and land cover change,List Other Human Driver from Q12 (sep. with commas),OtherDriver,Human,Human,LU_LC,Q12,AQReg,204.03,Reviewer correction; Infilled ES from Driver where 'Other' specified,NA,TRUE,LULC driver only
2020-03-24T16:29:43Z,2020-03-24T17:32:46Z,2020-03-24T17:32:47Z,R_RlCDrcf5G0L2329,AIS,FALSE,final,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,Q25,NA,Urban development,1,Land use and land cover change,List Other Human Driver from Q12 (sep. with commas),OtherDriver,Human,Human,LU_LC,Q12,ClimReg,204.04,Reviewer correction; Infilled ES from Driver where 'Other' specified,NA,TRUE,LULC driver only
2020-03-24T16:29:43Z,2020-03-24T17:32:46Z,2020-03-24T17:32:47Z,R_RlCDrcf5G0L2329,AIS,FALSE,final,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,Q25,NA,Urban development,1,Land use and land cover change,List Other Human Driver from Q12 (sep. with commas),OtherDriver,Human,Human,LU_LC,Q12,SoilProtect,204.08,Reviewer correction; Infilled ES from Driver where 'Other' specified,NA,TRUE,LULC driver only
2020-03-24T16:29:43Z,2020-03-24T17:32:46Z,2020-03-24T17:32:47Z,R_RlCDrcf5G0L2329,AIS,FALSE,final,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,Q25,NA,Urban development,1,Land use and land cover change,List Other Human Driver from Q12 (sep. with commas),OtherDriver,Human,Human,LU_LC,Q12,Food,204.12,Reviewer correction; Infilled ES from Driver where 'Other' specified,NA,TRUE,LULC driver only
2020-03-24T16:29:43Z,2020-03-24T17:32:46Z,2020-03-24T17:32:47Z,R_RlCDrcf5G0L2329,AIS,FALSE,final,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,Q25,NA,Urban development,1,Land use and land cover change,List Other Human Driver from Q12 (sep. with commas),OtherDriver,Human,Human,LU_LC,Q12,CulturePsych,204.16,Reviewer correction; Infilled ES from Driver where 'Other' specified,NA,TRUE,LULC driver only
2020-03-24T16:29:43Z,2020-03-24T17:32:46Z,2020-03-24T17:32:47Z,R_RlCDrcf5G0L2329,AIS,FALSE,final,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,Q19,NA,NA,NA,NA,"Q14: If the study incorporates a 'Service Provider', which service provider(s) does it utilize?",ESP_type,NA,NA,NA,Q14,NA,207,NA,NA,TRUE,LULC driver only
2020-03-24T16:29:43Z,2020-03-24T17:32:46Z,2020-03-24T17:32:47Z,R_RlCDrcf5G0L2329,AIS,FALSE,final,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,Q20,NA,NA,NA,NA,Notes on Q14,KremenNotes,NA,NA,NA,Q14,NA,208,NA,NA,TRUE,LULC driver only
2020-03-24T19:30:31Z,2020-03-24T19:58:50Z,2020-03-24T19:58:51Z,R_2QgKnZOgVMTFZY0,AIS,FALSE,final,"An agent-based approach to modeling impacts of agricultural policy on land use, biodiversity and ecosystem services",Q25.3_12,Land use change,Land use change,1,Land use and land cover change,Q12: Which Ecosystem Services were considered?  - Human Driver - Food and feed,Driver,Human,Human,LU_LC,Q12,Food,118,NA,NA,TRUE,LULC driver only
2020-03-24T19:30:31Z,2020-03-24T19:58:50Z,2020-03-24T19:58:51Z,R_2QgKnZOgVMTFZY0,AIS,FALSE,final,"An agent-based approach to modeling impacts of agricultural policy on land use, biodiversity and ecosystem services",Q19,NA,NA,NA,NA,"Q14: If the study incorporates a 'Service Provider', which service provider(s) does it utilize?",ESP_type,NA,NA,NA,Q14,NA,207,NA,NA,TRUE,LULC driver only
2020-03-24T19:30:31Z,2020-03-24T19:58:50Z,2020-03-24T19:58:51Z,R_2QgKnZOgVMTFZY0,AIS,FALSE,final,"An agent-based approach to modeling impacts of agricultural policy on land use, biodiversity and ecosystem services",Q20,NA,NA,NA,NA,Notes on Q14,KremenNotes,NA,NA,NA,Q14,NA,208,NA,NA,TRUE,LULC driver only
2020-03-27T16:45:44Z,2020-03-27T17:01:06Z,2020-03-27T17:01:08Z,R_2aWvKeu2mLdTrPs,GV,FALSE,final,Forest fragments modulate the provision of multiple ecosystem services,Q25.4_4,Other,Other,NA,Other,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Biotic,Environmental,LU_LC,Q12,ClimReg,126,Other driver reclassed to Land cover (clean_group == Env) to standardize with similar variables.,Other driver(s) entered in Environmental driver type recoded to Land Use Land Cover type. Updated 'Other' driver to LULC group for consistency.,TRUE,LULC driver only
2020-03-27T16:45:44Z,2020-03-27T17:01:06Z,2020-03-27T17:01:08Z,R_2aWvKeu2mLdTrPs,GV,FALSE,final,Forest fragments modulate the provision of multiple ecosystem services,Q25.4_7,Other,Other,NA,Other,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Biotic,Environmental,LU_LC,Q12,coastWQReg,129,Other driver reclassed to Land cover (clean_group == Env) to standardize with similar variables.,Other driver(s) entered in Environmental driver type recoded to Land Use Land Cover type. Updated 'Other' driver to LULC group for consistency.,TRUE,LULC driver only
2020-03-27T16:45:44Z,2020-03-27T17:01:06Z,2020-03-27T17:01:08Z,R_2aWvKeu2mLdTrPs,GV,FALSE,final,Forest fragments modulate the provision of multiple ecosystem services,Q25.4_8,Other,Other,NA,Other,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Biotic,Environmental,LU_LC,Q12,SoilProtect,130,Other driver reclassed to Land cover (clean_group == Env) to standardize with similar variables.,Other driver(s) entered in Environmental driver type recoded to Land Use Land Cover type. Updated 'Other' driver to LULC group for consistency.,TRUE,LULC driver only
2020-03-27T16:45:44Z,2020-03-27T17:01:06Z,2020-03-27T17:01:08Z,R_2aWvKeu2mLdTrPs,GV,FALSE,final,Forest fragments modulate the provision of multiple ecosystem services,Q25.4_10,Other,Other,NA,Other,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Driver,Biotic,Environmental,LU_LC,Q12,PestPath,132,Other driver reclassed to Land cover (clean_group == Env) to standardize with similar variables.,Other driver(s) entered in Environmental driver type recoded to Land Use Land Cover type. Updated 'Other' driver to LULC group for consistency.,TRUE,LULC driver only
2020-03-27T16:45:44Z,2020-03-27T17:01:06Z,2020-03-27T17:01:08Z,R_2aWvKeu2mLdTrPs,GV,FALSE,final,Forest fragments modulate the provision of multiple ecosystem services,Q25.4_12,Other,Other,NA,Other,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Food and feed,Driver,Biotic,Environmental,LU_LC,Q12,Food,134,Other driver reclassed to Land cover (clean_group == Env) to standardize with similar variables.,Other driver(s) entered in Environmental driver type recoded to Land Use Land Cover type. Updated 'Other' driver to LULC group for consistency.,TRUE,LULC driver only
2020-03-27T16:45:44Z,2020-03-27T17:01:06Z,2020-03-27T17:01:08Z,R_2aWvKeu2mLdTrPs,GV,FALSE,final,Forest fragments modulate the provision of multiple ecosystem services,Q26,Adjacent forest fragment size and isolation,Adjacent forest fragment size and isolation,1,Land cover,List Other Biotic Driver from Q12 (sep. with commas),OtherDriver,Biotic,Environmental,LU_LC,Q12,ClimReg,205.04,Infilled ES from Driver where 'Other' specified; Other driver reclassed to Land cover (clean_group == Env) to standardize with similar variables.,NA,TRUE,LULC driver only
2020-03-27T16:45:44Z,2020-03-27T17:01:06Z,2020-03-27T17:01:08Z,R_2aWvKeu2mLdTrPs,GV,FALSE,final,Forest fragments modulate the provision of multiple ecosystem services,Q26,Adjacent forest fragment size and isolation,Adjacent forest fragment size and isolation,1,Land cover,List Other Biotic Driver from Q12 (sep. with commas),OtherDriver,Biotic,Environmental,LU_LC,Q12,coastWQReg,205.07,Infilled ES from Driver where 'Other' specified; Other driver reclassed to Land cover (clean_group == Env) to standardize with similar variables.,NA,TRUE,LULC driver only
2020-03-27T16:45:44Z,2020-03-27T17:01:06Z,2020-03-27T17:01:08Z,R_2aWvKeu2mLdTrPs,GV,FALSE,final,Forest fragments modulate the provision of multiple ecosystem services,Q26,Adjacent forest fragment size and isolation,Adjacent forest fragment size and isolation,1,Land cover,List Other Biotic Driver from Q12 (sep. with commas),OtherDriver,Biotic,Environmental,LU_LC,Q12,SoilProtect,205.08,Infilled ES from Driver where 'Other' specified; Other driver reclassed to Land cover (clean_group == Env) to standardize with similar variables.,NA,TRUE,LULC driver only
2020-03-27T16:45:44Z,2020-03-27T17:01:06Z,2020-03-27T17:01:08Z,R_2aWvKeu2mLdTrPs,GV,FALSE,final,Forest fragments modulate the provision of multiple ecosystem services,Q26,Adjacent forest fragment size and isolation,Adjacent forest fragment size and isolation,1,Land cover,List Other Biotic Driver from Q12 (sep. with commas),OtherDriver,Biotic,Environmental,LU_LC,Q12,PestPath,205.1,Infilled ES from Driver where 'Other' specified; Other driver reclassed to Land cover (clean_group == Env) to standardize with similar variables.,NA,TRUE,LULC driver only
2020-03-27T16:45:44Z,2020-03-27T17:01:06Z,2020-03-27T17:01:08Z,R_2aWvKeu2mLdTrPs,GV,FALSE,final,Forest fragments modulate the provision of multiple ecosystem services,Q26,Adjacent forest fragment size and isolation,Adjacent forest fragment size and isolation,1,Land cover,List Other Biotic Driver from Q12 (sep. with commas),OtherDriver,Biotic,Environmental,LU_LC,Q12,Food,205.12,Infilled ES from Driver where 'Other' specified; Other driver reclassed to Land cover (clean_group == Env) to standardize with similar variables.,NA,TRUE,LULC driver only
2020-03-27T16:45:44Z,2020-03-27T17:01:06Z,2020-03-27T17:01:08Z,R_2aWvKeu2mLdTrPs,GV,FALSE,final,Forest fragments modulate the provision of multiple ecosystem services,Q19,NA,NA,NA,NA,"Q14: If the study incorporates a 'Service Provider', which service provider(s) does it utilize?",ESP_type,NA,NA,NA,Q14,NA,207,NA,NA,TRUE,LULC driver only
2020-03-27T16:45:44Z,2020-03-27T17:01:06Z,2020-03-27T17:01:08Z,R_2aWvKeu2mLdTrPs,GV,FALSE,final,Forest fragments modulate the provision of multiple ecosystem services,Q20,NA,NA,NA,NA,Notes on Q14,KremenNotes,NA,NA,NA,Q14,NA,208,NA,NA,TRUE,LULC driver only
2020-03-30T22:24:58Z,2020-03-30T22:36:56Z,2020-03-30T22:36:57Z,R_3s1wnnG0s4XeT5H,GV,FALSE,final,Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Q25.3_1,Land use change,Land use change,1,Land use and land cover change,Q12: Which Ecosystem Services were considered?  - Human Driver - Habitat creation and maintenance,Driver,Human,Human,LU_LC,Q12,HabCreate,107,NA,NA,TRUE,LULC driver only
2020-03-30T22:24:58Z,2020-03-30T22:36:56Z,2020-03-30T22:36:57Z,R_3s1wnnG0s4XeT5H,GV,FALSE,final,Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Q25.3_3,Land use change,Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]",Driver,Human,Human,LU_LC,Q12,AQReg,109,NA,NA,TRUE,LULC driver only
2020-03-30T22:24:58Z,2020-03-30T22:36:56Z,2020-03-30T22:36:57Z,R_3s1wnnG0s4XeT5H,GV,FALSE,final,Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Q25.3_4,Land use change,Land use change,1,Land use and land cover change,Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Human,Human,LU_LC,Q12,ClimReg,110,NA,NA,TRUE,LULC driver only
2020-03-30T22:24:58Z,2020-03-30T22:36:56Z,2020-03-30T22:36:57Z,R_3s1wnnG0s4XeT5H,GV,FALSE,final,Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Q25.3_6,Land use change,Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",Driver,Human,Human,LU_LC,Q12,freshWQReg,112,NA,NA,TRUE,LULC driver only
2020-03-30T22:24:58Z,2020-03-30T22:36:56Z,2020-03-30T22:36:57Z,R_3s1wnnG0s4XeT5H,GV,FALSE,final,Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Q25.3_8,Land use change,Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Human,Human,LU_LC,Q12,SoilProtect,114,NA,NA,TRUE,LULC driver only
2020-03-30T22:24:58Z,2020-03-30T22:36:56Z,2020-03-30T22:36:57Z,R_3s1wnnG0s4XeT5H,GV,FALSE,final,Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Q25.3_12,Land use change,Land use change,1,Land use and land cover change,Q12: Which Ecosystem Services were considered?  - Human Driver - Food and feed,Driver,Human,Human,LU_LC,Q12,Food,118,NA,NA,TRUE,LULC driver only
2020-03-30T22:24:58Z,2020-03-30T22:36:56Z,2020-03-30T22:36:57Z,R_3s1wnnG0s4XeT5H,GV,FALSE,final,Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Q25.3_13,Land use change,Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",Driver,Human,Human,LU_LC,Q12,Materials,119,NA,NA,TRUE,LULC driver only
2020-03-30T22:24:58Z,2020-03-30T22:36:56Z,2020-03-30T22:36:57Z,R_3s1wnnG0s4XeT5H,GV,FALSE,final,Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Q25.3_16,Land use change,Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Human,Human,LU_LC,Q12,CulturePsych,122,NA,NA,TRUE,LULC driver only
2020-03-30T22:24:58Z,2020-03-30T22:36:56Z,2020-03-30T22:36:57Z,R_3s1wnnG0s4XeT5H,GV,FALSE,final,Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Q19,Only land cover or habitat type as proxy,Only land cover or habitat type as proxy,NA,NA,"Q14: If the study incorporates a 'Service Provider', which service provider(s) does it utilize?",ESP_type,NA,NA,NA,Q14,NA,207,NA,NA,TRUE,LULC driver only
2020-03-30T22:24:58Z,2020-03-30T22:36:56Z,2020-03-30T22:36:57Z,R_3s1wnnG0s4XeT5H,GV,FALSE,final,Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Q20,Only calculated services from land cover type.,Only calculated services from land cover type.,NA,NA,Notes on Q14,KremenNotes,NA,NA,NA,Q14,NA,208,NA,NA,TRUE,LULC driver only
2020-04-06T19:41:30Z,2020-04-06T19:51:14Z,2020-04-06T19:51:14Z,R_uybIHoZdPUK4Fbz,LD,TRUE,original,"Riparian canopy expansion in an urban landscape: Multiple drivers of vegetation change along headwater streams near Sacramento, California",Q25.3_1,Other,Other,NA,Other,Q12: Which Ecosystem Services were considered?  - Human Driver - Habitat creation and maintenance,Driver,Human,Human,LU_LC,Q12,HabCreate,107,NA,Other driver(s) entered in Human driver type recoded to Land Use Land Cover type. Updated 'Other' driver to LULC group for consistency.,TRUE,"LULC ESP only, Biotic Service provider is cover related and doesn't have any other non-LULC driver"
2020-04-06T19:41:30Z,2020-04-06T19:51:14Z,2020-04-06T19:51:14Z,R_uybIHoZdPUK4Fbz,LD,TRUE,original,"Riparian canopy expansion in an urban landscape: Multiple drivers of vegetation change along headwater streams near Sacramento, California",Q25.4_6,Other,Other,NA,Other,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",Driver,Biotic,Biotic,LU_LC,Q12,freshWQReg,128,NA,Reviewer noted ESP type is land cover or habitat proxy. Reviewed and reclassed Biotic other driver reported to Land Use Land Cover driver type.,TRUE,"LULC ESP only, Biotic Service provider is cover related and doesn't have any other non-LULC driver"
