StartDate,EndDate,RecordedDate,ResponseId,Init,doublerev,version,Title,id,answer,clean_answer,varnum,clean_answer_binned,fullquestion,abbr,Group,clean_group,qnum,ES,survey_order,qa_note,ctw_answer,ctw_comment
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.2_10,,,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Driver,Environmental,,Q12,PestPath,100,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.2_12,,,,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Food and feed,Driver,Environmental,,Q12,Food,102,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.2_12,,,,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Food and feed,Driver,Environmental,,Q12,Food,102,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.2_12,,,,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Food and feed,Driver,Environmental,,Q12,Food,102,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.2_16,,,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Environmental,,Q12,CulturePsych,106,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.2_16,,,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Environmental,,Q12,CulturePsych,106,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.2_16,,,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Environmental,,Q12,CulturePsych,106,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_2,"Land use change,Management Practices",Land use change,1,Land use and land cover change,Q12: Which Ecosystem Services were considered?  - Human Driver - Pollination and dispersal of seeds or other propagules,Driver,Human,Human,Q12,Pollination,108,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_2,"Land use change,Management Practices",Management Practices,2,Management/restoration,Q12: Which Ecosystem Services were considered?  - Human Driver - Pollination and dispersal of seeds or other propagules,Driver,Human,Human,Q12,Pollination,108,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_2,"Land use change,Management Practices",Land use change,1,Land use and land cover change,Q12: Which Ecosystem Services were considered?  - Human Driver - Pollination and dispersal of seeds or other propagules,Driver,Human,Human,Q12,Pollination,108,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_2,"Land use change,Management Practices",Management Practices,2,Management/restoration,Q12: Which Ecosystem Services were considered?  - Human Driver - Pollination and dispersal of seeds or other propagules,Driver,Human,Human,Q12,Pollination,108,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_2,,,,,Q12: Which Ecosystem Services were considered?  - Human Driver - Pollination and dispersal of seeds or other propagules,Driver,Human,,Q12,Pollination,108,,"Land use change,Management Practices",CTW did third party review. AK and GV agreed here.
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_7,"Land use change,Management Practices",Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Human,Human,Q12,coastWQReg,113,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_7,"Land use change,Management Practices",Management Practices,2,Management/restoration,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Human,Human,Q12,coastWQReg,113,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_7,"Land use change,Management Practices",Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Human,Human,Q12,coastWQReg,113,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_7,"Land use change,Management Practices",Management Practices,2,Management/restoration,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Human,Human,Q12,coastWQReg,113,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_7,,,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Human,,Q12,coastWQReg,113,,"Land use change,Management Practices",CTW did third party review. AK and GV agreed here.
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_10,"Land use change,Management Practices",Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Driver,Human,Human,Q12,PestPath,116,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_10,"Land use change,Management Practices",Management Practices,2,Management/restoration,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Driver,Human,Human,Q12,PestPath,116,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_10,"Land use change,Management Practices",Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Driver,Human,Human,Q12,PestPath,116,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_10,"Land use change,Management Practices",Management Practices,2,Management/restoration,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Driver,Human,Human,Q12,PestPath,116,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_10,,,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Driver,Human,,Q12,PestPath,116,,"Land use change,Management Practices",CTW did third party review. AK and GV agreed here.
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_12,"Land use change,Management Practices",Land use change,1,Land use and land cover change,Q12: Which Ecosystem Services were considered?  - Human Driver - Food and feed,Driver,Human,Human,Q12,Food,118,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_12,"Land use change,Management Practices",Management Practices,2,Management/restoration,Q12: Which Ecosystem Services were considered?  - Human Driver - Food and feed,Driver,Human,Human,Q12,Food,118,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_12,"Land use change,Management Practices",Land use change,1,Land use and land cover change,Q12: Which Ecosystem Services were considered?  - Human Driver - Food and feed,Driver,Human,Human,Q12,Food,118,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_12,"Land use change,Management Practices",Management Practices,2,Management/restoration,Q12: Which Ecosystem Services were considered?  - Human Driver - Food and feed,Driver,Human,Human,Q12,Food,118,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_12,,,,,Q12: Which Ecosystem Services were considered?  - Human Driver - Food and feed,Driver,Human,,Q12,Food,118,,"Land use change,Management Practices",CTW did third party review. AK and GV agreed here.
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_16,"Land use change,Management Practices",Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Human,Human,Q12,CulturePsych,122,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_16,"Land use change,Management Practices",Management Practices,2,Management/restoration,"Q12: Which Ecosystem Services were considered?  - Human Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Human,Human,Q12,CulturePsych,122,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_16,,,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Human,,Q12,CulturePsych,122,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.3_16,,,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Human,,Q12,CulturePsych,122,,"Land use change,Management Practices",CTW did third party review. Agree with AK that paper evaluated cultural and psychological ES (impacts on tourism).
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.4_2,,,,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Pollination and dispersal of seeds or other propagules,Driver,Biotic,,Q12,Pollination,124,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.4_2,,,,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Pollination and dispersal of seeds or other propagules,Driver,Biotic,,Q12,Pollination,124,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.4_2,,,,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Pollination and dispersal of seeds or other propagules,Driver,Biotic,,Q12,Pollination,124,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.4_7,,,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Biotic,,Q12,coastWQReg,129,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.4_7,,,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Biotic,,Q12,coastWQReg,129,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.4_7,,,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Biotic,,Q12,coastWQReg,129,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.4_10,,,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Driver,Biotic,,Q12,PestPath,132,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.4_10,,,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Driver,Biotic,,Q12,PestPath,132,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.4_10,,,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Driver,Biotic,,Q12,PestPath,132,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.4_12,,,,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Food and feed,Driver,Biotic,,Q12,Food,134,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.4_12,,,,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Food and feed,Driver,Biotic,,Q12,Food,134,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.4_12,,,,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Food and feed,Driver,Biotic,,Q12,Food,134,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.4_16,,,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Biotic,,Q12,CulturePsych,138,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.4_16,,,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Biotic,,Q12,CulturePsych,138,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.4_16,,,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Biotic,,Q12,CulturePsych,138,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.5_2,Proxy for ES,Proxy for ES,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Pollination and dispersal of seeds or other propagules,Yclass,,,Q12,Pollination,140,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.5_2,Proxy for ES,Proxy for ES,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Pollination and dispersal of seeds or other propagules,Yclass,,,Q12,Pollination,140,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.5_2,,,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Pollination and dispersal of seeds or other propagules,Yclass,,,Q12,Pollination,140,,Proxy for ES,CTW did third party review. AK and GV agreed here.
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.5_7,Proxy for ES,Proxy for ES,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Yclass,,,Q12,coastWQReg,145,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.5_7,Proxy for ES,Proxy for ES,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Yclass,,,Q12,coastWQReg,145,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.5_7,,,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Yclass,,,Q12,coastWQReg,145,,Proxy for ES,CTW did third party review. AK and GV agreed here.
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.5_10,Proxy for ES,Proxy for ES,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Yclass,,,Q12,PestPath,148,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.5_10,Proxy for ES,Proxy for ES,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Yclass,,,Q12,PestPath,148,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.5_10,,,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Yclass,,,Q12,PestPath,148,,Proxy for ES,CTW did third party review. AK and GV agreed here.
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.5_12,"ES,Proxy for ES","ES,Proxy for ES",,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Food and feed,Yclass,,,Q12,Food,150,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.5_12,Proxy for ES,Proxy for ES,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Food and feed,Yclass,,,Q12,Food,150,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.5_12,,,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Food and feed,Yclass,,,Q12,Food,150,,"ES,Proxy for ES","CTW did third party review. Agree with AK. Agricultural or commercial revenue is a direct ES, and wetland area is a proxy."
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.5_16,ES,ES,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Yclass,,,Q12,CulturePsych,154,,,
